desc,file_id_full,file_id_thumb,medium,title,year
"Irises
Claude Oscar Monet  (1914-1917)Virginia Museum of Fine ArtsPainting - oil on canvasUploaded Thursday, 23 January 2003 by member rocsdadPublic domain",7972,7971,oil,Irises,1914-1917
"Irises
Claude Oscar Monet  (1914-1917)MusÃ©e Marmottan MonetPainting - oil on canvasUploaded Thursday, 23 January 2003 by member rocsdadPublic domain",7980,7979,oil,Irises,1914-1917
"Irises in Monet's Garden
Claude Oscar Monet  (1900)MusÃ©e d'OrsayPainting - oil on canvasUploaded Tuesday, 21 January 2003 by member rocsdadPublic domain",7688,7687,oil,Irises in Monet's Garden,1900
"The Iris Garden at Giverny
Claude Oscar Monet  (1899-1900)Yale University Art GalleryPainting - oil on canvasUploaded Tuesday, 21 January 2003 by member rocsdadPublic domain",7686,7685,oil,The Iris Garden at Giverny,1899-1900
"The Isle La Grande Jatte
Claude Oscar Monet  (1878)Private collectionPainting - oil on canvasUploaded Sunday, 12 January 2003 by member rocsdadPublic domain",6409,6408,oil,The Isle La Grande Jatte,1878
"Islet of Nettles
Claude Oscar Monet  (1897)Private collectionPainting - oil on canvasUploaded Monday, 13 January 2014 by member rocsdadPublic domain",410079,410078,oil,Islet of Nettles,1897
"Islets at Port-Villez
Claude Oscar Monet  (1883)Private collectionPainting - oil on canvasUploaded Wednesday, 15 January 2003 by member rocsdadPublic domain",6759,6758,oil,Islets at Port-Villez,1883
"The Japanese Bridge
Claude Oscar Monet  (1918-1924)MusÃ©e Marmottan MonetPainting - oil on canvasUploaded Friday, 24 January 2003 by member rocsdadPublic domain",8114,8113,oil,The Japanese Bridge,1918-1924
"The Japanese Bridge
Claude Oscar Monet  (1918-1919)Minneapolis Institute of ArtsPainting - oil on canvasUploaded Friday, 24 January 2003 by member rocsdadPublic domain",8122,8121,oil,The Japanese Bridge,1918-1919
"The Japanese Bridge
Claude Oscar Monet  (1918-1924)MusÃ©e Marmottan MonetPainting - oil on canvasUploaded Friday, 24 January 2003 by member rocsdadPublic domain",8124,8123,oil,The Japanese Bridge,1918-1924
"The Japanese Bridge
Claude Oscar Monet  (1918-1919)MusÃ©e Marmottan MonetPainting - oil on canvasUploaded Friday, 24 January 2003 by member rocsdadPublic domain",8102,8101,oil,The Japanese Bridge,1918-1919
"The Japanese Bridge
Claude Oscar Monet  (1918-1924)MusÃ©e Marmottan MonetPainting - oil on canvasUploaded Friday, 24 January 2003 by member rocsdadPublic domain",8118,8117,oil,The Japanese Bridge,1918-1924
"The Japanese Bridge
Claude Oscar Monet  (1918-1924)Philadelphia Museum of ArtPainting - oil on canvasUploaded Friday, 24 January 2003 by member rocsdadPublic domain",8120,8119,oil,The Japanese Bridge,1918-1924
"The Japanese Bridge
Claude Oscar Monet  (1918-1924)Private collectionPainting - oil on canvasUploaded Friday, 24 January 2003 by member rocsdadPublic domain",444231,444230,oil,The Japanese Bridge,1918-1924
"The Japanese Bridge
Claude Oscar Monet  (1918-1924)Private collectionPainting - oil on canvasUploaded Friday, 24 January 2003 by member rocsdadPublic domain",8110,8109,oil,The Japanese Bridge,1918-1924
"The Japanese Bridge
Claude Oscar Monet  (1918-1924)Museu de Arte de SÃ£o Paulo Assis ChateaubriandPainting - oil on canvasUploaded Friday, 24 January 2003 by member rocsdadPublic domain",8106,8105,oil,The Japanese Bridge,1918-1924
"The Japanese Bridge
Claude Oscar Monet  (1918)MusÃ©e Marmottan MonetPainting - oil on canvasUploaded Friday, 24 January 2003 by member rocsdadPublic domain",8100,8099,oil,The Japanese Bridge,1918
"The Japanese Bridge
Claude Oscar Monet  (1918-1924)Kunsthaus - ZurichPainting - oil on canvasUploaded Friday, 24 January 2003 by member rocsdadPublic domain",8108,8107,oil,The Japanese Bridge,1918-1924
"The Japanese Bridge at Giverny
Claude Oscar Monet  (1896-1898)Private collectionPainting - oil on canvasUploaded Sunday, 19 January 2003 by member rocsdadPublic domain",7400,7399,oil,The Japanese Bridge at Giverny,1896-1898
"The Japanese Bridge at Giverny
Claude Oscar Monet  (1918-1924)Museum of Fine Arts - HoustonPainting - oil on canvasUploaded Friday, 24 January 2003 by member rocsdadPublic domain",8116,8115,oil,The Japanese Bridge at Giverny,1918-1924
"The Japanese Footbridge
Claude Oscar Monet  (1920-1922)Museum of Modern Art - New YorkPainting - oil on canvasUploaded Thursday, 9 April 2015 by member kohn1foxPublic domain",571315,571314,oil,The Japanese Footbridge,1920-1922
"The Japanese Footbridge
Claude Oscar Monet  (1899)National Gallery of Art - Washington DCPainting - oil on canvasUploaded Saturday, 12 April 2014 by member kohn1foxPublic domain",439037,439036,oil,The Japanese Footbridge,1899
"Jar of Peaches
Claude Oscar Monet  (1866)Galerie Neue Meister - Staatliche Kunstsammlungen DresdenPainting - oil on canvasUploaded Saturday, 11 January 2003 by member rocsdadPublic domain",6028,6027,oil,Jar of Peaches,1866
"Jean Monet in His Cradle
Claude Oscar Monet  (1867)National Gallery of Art - Washington DCPainting - oil on canvasUploaded Friday, 10 January 2003 by member rocsdadPublic domain",5938,5937,oil,Jean Monet in His Cradle,1867
"Jean Monet on His Hobby Horse
Claude Oscar Monet  (1872)Metropolitan Museum of Art - New York, NYPainting - oil on canvasUploaded Sunday, 19 January 2003 by member rocsdadPublic domain",348107,348106,oil,Jean Monet on His Hobby Horse,1872
"Jeanne-Marguerite Lecadre in the Garden
Claude Oscar Monet  (1866)The State Hermitage Museum - St PetersburgPainting - oil on canvasUploaded Saturday, 11 January 2003 by member rocsdadPublic domain",6024,6023,oil,Jeanne-Marguerite Lecadre in the Garden,1866
"Jean-Pierre Hoschede, called 'Bebe Jean'
Claude Oscar Monet  (1878)Private collectionPainting - oil on canvasUploaded Sunday, 12 January 2003 by member rocsdadPublic domain",6445,6444,oil,"Jean-Pierre Hoschede, called 'Bebe Jean'",1878
"Jerusalem Artichoke Flowers
Claude Oscar Monet  (1880)National Gallery of Art - Washington DCPainting - oil on canvasUploaded Sunday, 13 April 2014 by member kohn1foxPublic domain",439386,439385,oil,Jerusalem Artichoke Flowers,1880
"The Jetty at Le Havre
Claude Oscar Monet  (1868)Private collectionPainting - oil on canvasUploaded Saturday, 11 January 2003 by member rocsdadPublic domain",6030,6029,oil,The Jetty at Le Havre,1868
"The Jetty of Le Havre in Rough Weather
Claude Oscar Monet  (1867)Private collectionPainting - oil on canvasUploaded Friday, 10 January 2003 by member rocsdadPublic domain",5926,5925,oil,The Jetty of Le Havre in Rough Weather,1867
"Juan-les-Pins
Claude Oscar Monet  (1888)Private collectionPainting - oil on canvasUploaded Saturday, 18 January 2003 by member rocsdadPublic domain",7128,7127,oil,Juan-les-Pins,1888
"La Grenouillere
Claude Oscar Monet  (1869)Metropolitan Museum of Art - New York, NYPainting - oil on canvasUploaded Saturday, 11 January 2003 by member rocsdadPublic domain",6052,6051,oil,La Grenouillere,1869
"L'Ally Point, Low Tide
Claude Oscar Monet  (1882)Private collectionPainting - oil on canvasUploaded Tuesday, 14 January 2003 by member rocsdadPublic domain",6693,6692,oil,"L'Ally Point, Low Tide",1882
"La Manneporte at Ãtretat, Reflections on the Sea
Claude Oscar Monet  (1885)MusÃ©e des Beaux-Arts de CaenPainting - oil on canvasUploaded Wednesday, 16 July 2014 by member kohn1foxPublic domain",464414,464413,oil,"La Manneporte at Ãtretat, Reflections on the Sea",1885
"Landascape
Claude Oscar MonetPrivate collectionDrawing - pastelUploaded Wednesday, 7 November 2012 by member rocsdadPublic domain",248846,248845,pastel,Landascape,[]
"The Landing State
Claude Oscar Monet  (1869)Private collectionPainting - oil on canvasUploaded Saturday, 11 January 2003 by member rocsdadPublic domain",6056,6055,oil,The Landing State,1869
"Landscape at Giverny
Claude Oscar MonetUploaded Friday, 21 September 2012 by member IrenePublic domain",226194,226193,[],Landscape at Giverny,[]
"Landscape at Giverny
Claude Oscar Monet  (1887)Private collectionPainting - oil on canvasUploaded Saturday, 18 January 2003 by member rocsdadPublic domain",7048,7047,oil,Landscape at Giverny,1887
"Landscape at Port-Villez
Claude Oscar Monet  (1883)Private collectionPainting - oil on canvasUploaded Wednesday, 15 January 2003 by member rocsdadPublic domain",6761,6760,oil,Landscape at Port-Villez,1883
"Landscape at Vetheuil
Claude Oscar Monet  (1880)Kelvingrove Art Gallery and Museum - GlasgowPainting - oil on canvasUploaded Sunday, 14 July 2013 by member kohn1foxPublic domain",334582,334581,oil,Landscape at Vetheuil,1880
"Landscape on the Ile Saint-Martin
Claude Oscar Monet  (1881)Private collectionPainting - oil on canvasUploaded Tuesday, 14 January 2003 by member rocsdadPublic domain",6593,6592,oil,Landscape on the Ile Saint-Martin,1881
"Landscape with Houses
Claude Oscar Monet  (1864-1866)Metropolitan Museum of Art - New York, NYDrawing - pastelUploaded Tuesday, 14 February 2012 by member rocsdadPublic domain",154505,154504,pastel,Landscape with Houses,1864-1866
"Lane in Normandy
Claude Oscar Monet  (1868)Matsuoka Museum of Art - TokyoPainting - oil on canvasUploaded Saturday, 11 January 2003 by member rocsdadPublic domain",6042,6041,oil,Lane in Normandy,1868
"Lane in the Poppy Fields, Ile Saint-Martin
Claude Oscar Monet  (1880)Metropolitan Museum of Art - New York, NYPainting - oil on canvasUploaded Monday, 13 January 2003 by member rocsdadPublic domain",6527,6526,oil,"Lane in the Poppy Fields, Ile Saint-Martin",1880
"Lane in the Vineyards at Argenteuil
Claude Oscar Monet  (1872)Private collectionPainting - oil on canvasUploaded Saturday, 11 January 2003 by member rocsdadPublic domain",6161,6160,oil,Lane in the Vineyards at Argenteuil,1872
"La Rue de La Bavolle at Honfleur
Claude Oscar Monet  (1864)Museum of Fine Arts - BostonPainting - oil on canvasUploaded Friday, 10 January 2003 by member rocsdadPublic domain",5978,5977,oil,La Rue de La Bavolle at Honfleur,1864
"La Rue de La Bavolle at Honfleur
Claude Oscar Monet  (1864)Kunsthalle MannheimPainting - oil on canvasUploaded Friday, 10 January 2003 by member rocsdadPublic domain",5980,5979,oil,La Rue de La Bavolle at Honfleur,1864
"Late Afternoon in Vetheuil
Claude Oscar Monet  (1880)Private collectionPainting - oil on canvasUploaded Monday, 13 January 2003 by member rocsdadPublic domain",6523,6522,oil,Late Afternoon in Vetheuil,1880
"Lavacourt in Winter
Claude Oscar Monet  (1879)Private collectionPainting - oil on canvasUploaded Saturday, 14 December 2013 by member kohn1foxPublic domain",396505,396504,oil,Lavacourt in Winter,1879
"Lavacourt, Sun and Snow
Claude Oscar Monet  (1878-1881)National Gallery - LondonPainting - oil on canvasUploaded Sunday, 12 January 2003 by member rocsdadPublic domain",6457,6456,oil,"Lavacourt, Sun and Snow",1878-1881
"Le Convoie de Chemin de Fer
Claude Oscar Monet  (1872)Private collectionPainting - oil on canvasUploaded Saturday, 14 July 2012 by member Baker's DozenPublic domain",189570,189569,oil,Le Convoie de Chemin de Fer,1872
"Le dÃ©bÃ¢cle
Claude Oscar Monet  (1980)Dunedin Public  Art GalleryPainting - oil on canvasUploaded Tuesday, 23 June 2015 by member kohn1foxPublic domain",605552,605551,oil,Le dÃ©bÃ¢cle,1980
"Le dejeurner sur l'herbe
Claude Oscar Monet  (1865)The Pushkin State Museum of Fine ArtsPainting - oil on canvasUploaded Saturday, 11 January 2003 by member rocsdadPublic domain",396265,396264,oil,Le dejeurner sur l'herbe,1865
"Le dejeurner sur l'herbe (center panel)
(also known as Luncheon on the Grass)Claude Oscar Monet  (1865)MusÃ©e d'OrsayPainting - oil on canvasUploaded Saturday, 11 January 2003 by member rocsdadPublic domain",6016,6015,oil,Le dejeurner sur l'herbe (center panel),1865
"Le dejeurner sur l'herbe (left panel)
(also known as Luncheon on the Grass)Claude Oscar Monet  (1865-1866)MusÃ©e d'OrsayPainting - oil on canvasUploaded Saturday, 11 January 2003 by member rocsdadPublic domain",396259,396258,oil,Le dejeurner sur l'herbe (left panel),1865-1866
"Leicester Square at Night
Claude Oscar Monet  (1900-1901)Private collectionPainting - oil on canvasUploaded Tuesday, 21 January 2003 by member rocsdadPublic domain",7682,7681,oil,Leicester Square at Night,1900-1901
"Le Lieutenance at Honfleur
Claude Oscar Monet  (1864)Private collectionPainting - oil on canvasUploaded Friday, 10 January 2003 by member rocsdadPublic domain",20285,20284,oil,Le Lieutenance at Honfleur,1864
"Lemons on a Branch
Claude Oscar Monet  (1884)Private collectionPainting - oil on canvasUploaded Saturday, 18 January 2003 by member rocsdadPublic domain",6845,6844,oil,Lemons on a Branch,1884
"Leon Peltier
Claude Oscar Monet  (1879)Private collectionPainting - oil on canvasUploaded Sunday, 12 January 2003 by member rocsdadPublic domain",6477,6476,oil,Leon Peltier,1879
"Le Parc Monceau
Claude Oscar Monet  (1876)Private collectionPainting - oil on canvasUploaded Saturday, 14 July 2012 by member Baker's DozenPublic domain",189576,189575,oil,Le Parc Monceau,1876
"Le Pave de Chailly
Claude Oscar Monet  (1865)MusÃ©e d'OrsayPainting - oil on canvasUploaded Friday, 10 January 2003 by member rocsdadPublic domain",6000,5999,oil,Le Pave de Chailly,1865
"Le Pave de Chailly in the Fontainbleau Forest
Claude Oscar Monet  (1865)Ordrupgaard Collection - CopenhagenPainting - oil on canvasUploaded Saturday, 11 January 2003 by member rocsdadPublic domain",6002,6001,oil,Le Pave de Chailly in the Fontainbleau Forest,1865
"Les coteaux pres de Vetheuil (Rocky Landscape near Vetheuil)
Claude Oscar Monet  (1881)MusÃ©e des Beaux-Arts de RouenPainting - oil on canvasUploaded Sunday, 20 July 2014 by member kohn1foxPublic domain",465617,465616,oil,Les coteaux pres de Vetheuil (Rocky Landscape near Vetheuil),1881
"Le Seine Ã  VethÃ©uil
Claude Oscar Monet  (1878)MusÃ©e d'art moderne AndrÃ© MalrauxPainting - oil on canvasUploaded Wednesday, 3 September 2014 by member kohn1foxPublic domain",477321,477320,oil,Le Seine Ã  VethÃ©uil,1878
"Les falaises de Varengeville (Cliffs at Varengeville)
Claude Oscar Monet  (1897)MusÃ©e d'art moderne AndrÃ© MalrauxPainting - oil on canvasUploaded Wednesday, 3 September 2014 by member kohn1foxPublic domain",477324,477323,oil,Les falaises de Varengeville (Cliffs at Varengeville),1897
"Les Roches at Falaise near Giverny
Claude Oscar Monet  (1885)Private collectionPainting - oil on canvasUploaded Saturday, 18 January 2003 by member rocsdadPublic domain",6901,6900,oil,Les Roches at Falaise near Giverny,1885
"Lighthouse at the Hospice
Claude Oscar Monet  (1864)Kunsthaus - ZurichPainting - oil on canvasUploaded Friday, 10 January 2003 by member rocsdadPublic domain",5986,5985,oil,Lighthouse at the Hospice,1864
"Lilac Irises
Claude Oscar Monet  (1914-1917)Private collectionPainting - oil on canvasUploaded Friday, 24 January 2003 by member rocsdadPublic domain",7998,7997,oil,Lilac Irises,1914-1917
"Lilacs, Grey Weather
Claude Oscar Monet  (1872)MusÃ©e d'OrsayPainting - oil on canvasUploaded Saturday, 11 January 2003 by member rocsdadPublic domain",6149,6148,oil,"Lilacs, Grey Weather",1872
"Lilies
Claude Oscar Monet  (1918)Private collectionPainting - oil on canvasUploaded Friday, 24 January 2003 by member rocsdadPublic domain",242558,242557,oil,Lilies,1918
"London, Boats on the Thames
Claude Oscar Monet  (1901)Private collectionDrawing - pastelUploaded Saturday, 25 January 2003 by member rocsdadPublic domain",8212,8211,pastel,"London, Boats on the Thames",1901
"Londres:  le parlement
(also known as les tours de Westminster)Claude Oscar Monet  (1903)MusÃ©e d'art moderne AndrÃ© MalrauxPainting - oil on canvasUploaded Wednesday, 3 September 2014 by member kohn1foxPublic domain",477318,477317,oil,Londres:  le parlement,1903
"Low Tide at Pourville
Claude Oscar Monet  (1882)Private collectionPainting - oil on canvasUploaded Tuesday, 14 January 2003 by member rocsdadPublic domain",6691,6690,oil,Low Tide at Pourville,1882
"Low Tide at Pourville, Misty Weather
Claude Oscar Monet  (1882)Private collectionPainting - oil on canvasUploaded Tuesday, 14 January 2003 by member rocsdadPublic domain",6695,6694,oil,"Low Tide at Pourville, Misty Weather",1882
"Low Tide at Pourville, near Dieppe
Claude Oscar Monet  (1882)Cleveland Museum of ArtPainting - oil on canvasUploaded Thursday, 6 August 2015 by member rocsdadPublic domain",632899,632898,oil,"Low Tide at Pourville, near Dieppe",1882
"Low Tide at Varengeville
Claude Oscar Monet  (1882)Museo Thyssen-BornemiszaPainting - oil on canvasUploaded Sunday, 15 December 2013 by member kohn1foxPublic domain",396733,396732,oil,Low Tide at Varengeville,1882
"The Luncheon
Claude Oscar Monet  (1868)StÃ¤delsche Kunstinstitut und StÃ¤dtische GaleriePainting - oil on canvasUploaded Saturday, 11 January 2003 by member rocsdadPublic domain",6048,6047,oil,The Luncheon,1868
