desc,file_id_full,file_id_thumb,medium,title,year
"The Moreno Garden at Bordighera
Claude Oscar Monet  (1884)Private collectionPainting - oil on canvasUploaded Wednesday, 15 January 2003 by member rocsdadPublic domain",6801,6800,oil,The Moreno Garden at Bordighera,1884
"Morning by the Sea
Claude Oscar Monet  (1881)Private collectionPainting - oil on canvasUploaded Tuesday, 14 January 2003 by member rocsdadPublic domain",6567,6566,oil,Morning by the Sea,1881
"Morning Haze
Claude Oscar Monet  (1888)National Gallery of Art - Washington DCPainting - oil on canvasUploaded Sunday, 13 April 2014 by member kohn1foxPublic domain",439389,439388,oil,Morning Haze,1888
"Morning Landscape, Giverny
(also known as Landscape in the Morning)Claude Oscar Monet  (1888)Private collectionPainting - oil on canvasUploaded Saturday, 18 January 2003 by member rocsdadPublic domain",7144,7143,oil,"Morning Landscape, Giverny",1888
"Morning (left detail)
Claude Oscar Monet  (1920-1926)MusÃ©e de l'OrangeriePainting - oil on canvasUploaded Saturday, 25 January 2003 by member rocsdadPublic domain",8182,8181,oil,Morning (left detail),1920-1926
"Morning on the Seine
Claude Oscar Monet  (1896)Private collectionPainting - oil on canvasUploaded Sunday, 19 January 2003 by member rocsdadPublic domain",7422,7421,oil,Morning on the Seine,1896
"Morning on the Seine
(also known as Branch of the Seine near Giverny)Claude Oscar Monet  (1897)Art Institute of ChicagoPainting - oil on canvasUploaded Sunday, 19 January 2003 by member rocsdadPublic domain",7500,7499,oil,Morning on the Seine,1897
"Morning on the Seine
Claude Oscar Monet  (1896)Private collectionPainting - oil on canvasUploaded Sunday, 19 January 2003 by member rocsdadPublic domain",7418,7417,oil,Morning on the Seine,1896
"Morning on the Seine
Claude Oscar Monet  (1897)Private collectionPainting - oil on canvasUploaded Monday, 20 January 2003 by member rocsdadPublic domain",7516,7515,oil,Morning on the Seine,1897
"Morning on the Seine
Claude Oscar Monet  (1893)Private collectionPainting - oil on canvasUploaded Sunday, 19 January 2003 by member rocsdadPublic domain",7352,7351,oil,Morning on the Seine,1893
"Morning on the Seine, Clear Weather
Claude Oscar Monet  (1897)Private collectionPainting - oil on canvasUploaded Monday, 20 January 2003 by member rocsdadPublic domain",7508,7507,oil,"Morning on the Seine, Clear Weather",1897
"Morning on the Seine, Clear Weather
Claude Oscar Monet  (1897)Metropolitan Museum of Art - New York, NYPainting - oil on canvasUploaded Monday, 20 January 2003 by member rocsdadPublic domain",7512,7511,oil,"Morning on the Seine, Clear Weather",1897
"Morning on the Seine in the Rain
Claude Oscar Monet  (1897-1898)National Museum of Western Art - TokyoPainting - oil on canvasUploaded Monday, 20 January 2003 by member rocsdadPublic domain",7526,7525,oil,Morning on the Seine in the Rain,1897-1898
"Morning on the Seine, Mist
Claude Oscar Monet  (1897)Mead Art Museum - Amherst, MAPainting - oil on canvasUploaded Sunday, 19 January 2003 by member rocsdadPublic domain",7504,7503,oil,"Morning on the Seine, Mist",1897
"Morning on the Seine, near Giverny
Claude Oscar Monet  (1896)Private collectionPainting - oil on canvasUploaded Sunday, 19 January 2003 by member rocsdadPublic domain",7420,7419,oil,"Morning on the Seine, near Giverny",1896
"Morning (right-center detail)
Claude Oscar Monet  (1920-1926)MusÃ©e de l'OrangeriePainting - oil on canvasUploaded Saturday, 25 January 2003 by member rocsdadPublic domain",8184,8183,oil,Morning (right-center detail),1920-1926
"Mount Kolsaas
Claude Oscar Monet  (1895)Private collectionPainting - oil on canvasUploaded Sunday, 19 January 2003 by member rocsdadPublic domain",7390,7389,oil,Mount Kolsaas,1895
"Mount Kolsaas
Claude Oscar Monet  (1895)Private collectionPainting - oil on canvasUploaded Sunday, 19 January 2003 by member rocsdadPublic domain",7392,7391,oil,Mount Kolsaas,1895
"Mount Kolsaas
Claude Oscar Monet  (1895)Private collectionPainting - oil on canvasUploaded Sunday, 19 January 2003 by member rocsdadPublic domain",7394,7393,oil,Mount Kolsaas,1895
"Mount Kolsaas in Misty Weather
Claude Oscar Monet  (1895)Private collectionPainting - oil on canvasUploaded Sunday, 19 January 2003 by member rocsdadPublic domain",7396,7395,oil,Mount Kolsaas in Misty Weather,1895
"Mount Kolsaas, Norway
Claude Oscar Monet  (1895)MusÃ©e Marmottan MonetPainting - oil on canvasUploaded Sunday, 19 January 2003 by member rocsdadPublic domain",7388,7387,oil,"Mount Kolsaas, Norway",1895
"Mount Kolsaas, Rose Reflection
Claude Oscar Monet  (1895)MusÃ©e d'OrsayPainting - oil on canvasUploaded Sunday, 19 January 2003 by member rocsdadPublic domain",7398,7397,oil,"Mount Kolsaas, Rose Reflection",1895
"Mouth of the Seine at Honfleur
Claude Oscar Monet  (1865)Norton Simon Museum - PasadenaPainting - oil on canvasUploaded Friday, 10 January 2003 by member rocsdadPublic domain",5992,5991,oil,Mouth of the Seine at Honfleur,1865
"The Museum at Le Havre
Claude Oscar Monet  (1873)National Gallery - LondonPainting - oil on canvasUploaded Saturday, 11 January 2003 by member rocsdadPublic domain",348893,348892,oil,The Museum at Le Havre,1873
"The Needle of Etretat, Low Tide
Claude Oscar Monet  (1883)Private collectionPainting - oil on canvasUploaded Thursday, 18 September 2008 by member rocsdadPublic domain",72814,72813,oil,"The Needle of Etretat, Low Tide",1883
"NIghtfall
Claude Oscar Monet  (1865-1870)MusÃ©e des Beaux-Arts de NantesDrawing - pastelUploaded Tuesday, 14 February 2012 by member rocsdadPublic domain",154484,154483,pastel,NIghtfall,1865-1870
"Norman Farm through the Trees
Claude Oscar MonetPrivate collectionDrawing - pastelUploaded Thursday, 15 June 2006 by member rocsdadPublic domain",55806,55805,pastel,Norman Farm through the Trees,[]
"Norwegian Landscape, Sandviken
Claude Oscar Monet  (1895)Private collectionPainting - oil on canvasUploaded Sunday, 19 January 2003 by member rocsdadPublic domain",7386,7385,oil,"Norwegian Landscape, Sandviken",1895
"Nympheas
Claude Oscar Monet  (1897-1899)Los Angeles County Museum of ArtPainting - oil on canvasUploaded Monday, 20 January 2003 by member rocsdadPublic domain",7528,7527,oil,Nympheas,1897-1899
"Oat and Poppy Field
Claude Oscar Monet  (1890)MusÃ©e des Beaux-Arts de StrasbourgPainting - oil on canvasUploaded Sunday, 19 January 2003 by member rocsdadPublic domain",7204,7203,oil,Oat and Poppy Field,1890
"Oat and Poppy Field, Giverny
Claude Oscar Monet  (1890)Private collectionPainting - oil on canvasUploaded Sunday, 19 January 2003 by member rocsdadPublic domain",7206,7205,oil,"Oat and Poppy Field, Giverny",1890
"Oat Field
Claude Oscar Monet  (1890)Private collectionPainting - oil on canvasUploaded Sunday, 19 January 2003 by member rocsdadPublic domain",7208,7207,oil,Oat Field,1890
"The Old Fort at Antibes
(also known as The Fort of Antibes)Claude Oscar Monet  (1888)Museum of Fine Arts - BostonPainting - oil on canvasUploaded Saturday, 18 January 2003 by member rocsdadPublic domain",7080,7079,oil,The Old Fort at Antibes,1888
"The Old ""Le Pollet"" Quarter of Dieppe
Claude Oscar Monet  (1856-1857)Museum of Fine Arts - BostonDrawing - graphiteUploaded Monday, 13 February 2012 by member rocsdadPublic domain",154436,154435,[],"The Old ""Le Pollet"" Quarter of Dieppe",1856-1857
"The Old Rue de la Chaussee, Argenteuil
Claude Oscar Monet  (1872)Private collectionPainting - oil on canvasUploaded Saturday, 11 January 2003 by member rocsdadPublic domain",6185,6184,oil,"The Old Rue de la Chaussee, Argenteuil",1872
"The Old Tree at the Confluence
(also known as Le Petit Creuse)Claude Oscar Monet  (1889)Art Institute of ChicagoPainting - oil on canvasUploaded Sunday, 19 January 2003 by member rocsdadPublic domain",7178,7177,oil,The Old Tree at the Confluence,1889
"Olive Trees and Palm Trees in the Valley
Claude Oscar Monet  (1884)Private collectionPainting - oil on canvasUploaded Wednesday, 15 January 2003 by member rocsdadPublic domain",6791,6790,oil,Olive Trees and Palm Trees in the Valley,1884
"Olive Trees and Palm Trees, Sasso Valley
Claude Oscar Monet  (1884)Private collectionPainting - oil on canvasUploaded Monday, 29 July 2013 by member rocsdadPublic domain",340273,340272,oil,"Olive Trees and Palm Trees, Sasso Valley",1884
"Olive Trees in Bordighera
Claude Oscar Monet  (1884)Private collectionPainting - oil on canvasUploaded Wednesday, 15 January 2003 by member rocsdadPublic domain",6811,6810,oil,Olive Trees in Bordighera,1884
"The Olive Tree Wood in the Moreno Garden
Claude Oscar Monet  (1884)Private collectionPainting - oil on canvasUploaded Wednesday, 15 January 2003 by member rocsdadPublic domain",6809,6808,oil,The Olive Tree Wood in the Moreno Garden,1884
"On the Beach at Trouville
Claude Oscar Monet  (1870-1871)MusÃ©e Marmottan MonetPainting - oil on canvasUploaded Saturday, 11 January 2003 by member rocsdadPublic domain",331153,331152,oil,On the Beach at Trouville,1870-1871
"On the Cliff at Fecamp
Claude Oscar Monet  (1881)Private collectionPainting - oil on canvasUploaded Tuesday, 14 January 2003 by member rocsdadPublic domain",6575,6574,oil,On the Cliff at Fecamp,1881
"On the Cliff at Petit Ailly
Claude Oscar Monet  (1896)Private collectionPainting - oil on canvasUploaded Sunday, 19 January 2003 by member rocsdadPublic domain",7410,7409,oil,On the Cliff at Petit Ailly,1896
"On the Cliff at Pourville, Clear Weather
Claude Oscar Monet  (1882)Museum of Modern Art - New YorkPainting - oil on canvasUploaded Thursday, 9 April 2015 by member kohn1foxPublic domain",571318,571317,oil,"On the Cliff at Pourville, Clear Weather",1882
"On the Cliff near Dieppe
Claude Oscar Monet  (1897)Private collectionPainting - oil on canvasUploaded Sunday, 19 January 2003 by member rocsdadPublic domain",7450,7449,oil,On the Cliff near Dieppe,1897
"On the Cliff near Dieppe
Claude Oscar Monet  (1897)Private collectionPainting - oil on canvasUploaded Sunday, 19 January 2003 by member rocsdadPublic domain",7454,7453,oil,On the Cliff near Dieppe,1897
"On the Cliff near Dieppe, Overcast Skies
Claude Oscar Monet  (1897)The State Hermitage Museum - St PetersburgPainting - oil on canvasUploaded Sunday, 19 January 2003 by member rocsdadPublic domain",7460,7459,oil,"On the Cliff near Dieppe, Overcast Skies",1897
"On the Cliffs near Dieppe, Sunset
Claude Oscar Monet  (1897)Private collectionPainting - oil on canvasUploaded Friday, 14 June 2013 by member rocsdadPublic domain",326035,326034,oil,"On the Cliffs near Dieppe, Sunset",1897
"On the Coast at Trouville
Claude Oscar Monet  (1881)Museum of Fine Arts - BostonPainting - oil on canvasUploaded Tuesday, 14 January 2003 by member rocsdadPublic domain",6603,6602,oil,On the Coast at Trouville,1881
"Open Sea
Claude Oscar Monet  (1866)Private collectionDrawing - pastelUploaded Saturday, 25 January 2003 by member rocsdadPublic domain",8206,8205,pastel,Open Sea,1866
"Open Sea, Stormy Weather
Claude Oscar Monet  (1880)Private collectionPainting - oil on canvasUploaded Tuesday, 14 January 2003 by member rocsdadPublic domain",182754,182753,oil,"Open Sea, Stormy Weather",1880
"Orange Branch Bearing Fruit
Claude Oscar Monet  (1884)Museum of Fine Arts - HoustonPainting - oil on canvasUploaded Saturday, 18 January 2003 by member rocsdadPublic domain",6843,6842,oil,Orange Branch Bearing Fruit,1884
"An Orchard in Spring
Claude Oscar Monet  (1886)Private collectionPainting - oil on canvasUploaded Saturday, 18 January 2003 by member rocsdadPublic domain",6992,6991,oil,An Orchard in Spring,1886
"Palazzo Contarini
Claude Oscar Monet  (1908)Private collectionPainting - oil on canvasUploaded Thursday, 23 January 2003 by member rocsdadPublic domain",386838,386837,oil,Palazzo Contarini,1908
"Palazzo Contarini
Claude Oscar Monet  (1908)Kunstmuseum - St. GallenPainting - oil on canvasUploaded Thursday, 23 January 2003 by member rocsdadPublic domain",7908,7907,oil,Palazzo Contarini,1908
"Palazzo da Mula
Claude Oscar Monet  (1908)Private collectionPainting - oil on canvasUploaded Thursday, 23 January 2003 by member rocsdadPublic domain",7904,7903,oil,Palazzo da Mula,1908
"Palazzo da Mula, Venice
Claude Oscar Monet  (1908)National Gallery of Art - Washington DCPainting - oil on canvasUploaded Thursday, 23 January 2003 by member rocsdadPublic domain",7902,7901,oil,"Palazzo da Mula, Venice",1908
"Palazzo Dario
Claude Oscar Monet  (1908)Private collectionPainting - oil on canvasUploaded Thursday, 23 January 2003 by member rocsdadPublic domain",7894,7893,oil,Palazzo Dario,1908
"Palazzo Dario
Claude Oscar Monet  (1908)Private collectionPainting - oil on canvasUploaded Thursday, 23 January 2003 by member rocsdadPublic domain",7890,7889,oil,Palazzo Dario,1908
"Palazzo Dario
Claude Oscar Monet  (1908)Amgueddfa Cymru - CardiffPainting - oil on canvasUploaded Thursday, 23 January 2003 by member rocsdadPublic domain",379455,379454,oil,Palazzo Dario,1908
"Palazzo Dario
Claude Oscar Monet  (1908)Kunsthaus - ZurichPainting - oil on canvasUploaded Thursday, 23 January 2003 by member rocsdadPublic domain",7888,7887,oil,Palazzo Dario,1908
"The Palazzo Ducale
Claude Oscar Monet  (1908)Private collectionPainting - oil on canvasUploaded Wednesday, 22 January 2003 by member rocsdadPublic domain",7814,7813,oil,The Palazzo Ducale,1908
"The Palazzo Ducale
Claude Oscar Monet  (1908)Brooklyn MuseumPainting - oil on canvasUploaded Wednesday, 22 January 2003 by member rocsdadPublic domain",7816,7815,oil,The Palazzo Ducale,1908
"Pale Water-Lilies (detail)
Claude Oscar Monet  (1917-1920)Private collectionPainting - oil on canvasUploaded Friday, 24 January 2003 by member rocsdadPublic domain",8084,8083,oil,Pale Water-Lilies (detail),1917-1920
"A Palm Tree at Bordighera
Claude Oscar Monet  (1884)Private collectionPainting - oil on canvasUploaded Friday, 17 January 2003 by member rocsdadPublic domain",6823,6822,oil,A Palm Tree at Bordighera,1884
"Palm Trees at Bordighera
Claude Oscar Monet  (1884)Metropolitan Museum of Art - New York, NYPainting - oil on canvasUploaded Friday, 17 January 2003 by member rocsdadPublic domain",6825,6824,oil,Palm Trees at Bordighera,1884
"The Parc Monceau
Claude Oscar Monet  (1878)Metropolitan Museum of Art - New York, NYPainting - oil on canvasUploaded Sunday, 12 January 2003 by member rocsdadPublic domain",6413,6412,oil,The Parc Monceau,1878
"The Parc Monceau
Claude Oscar Monet  (1878)Private collectionPainting - oil on canvasUploaded Monday, 13 October 2008 by member rocsdadPublic domain",75744,75743,oil,The Parc Monceau,1878
"The Parc Monceau, Paris
Claude Oscar Monet  (1876)Metropolitan Museum of Art - New York, NYPainting - oil on canvasUploaded Sunday, 12 January 2003 by member rocsdadPublic domain",6351,6350,oil,"The Parc Monceau, Paris",1876
"Partridge and Woodcock
Claude Oscar Monet  (1872)Private collectionPainting - oil on canvasUploaded Saturday, 11 January 2003 by member rocsdadPublic domain",6197,6196,oil,Partridge and Woodcock,1872
"Path
Claude Oscar Monet  (1885)Private collectionPainting - oil on canvasUploaded Saturday, 18 January 2003 by member rocsdadPublic domain",6947,6946,oil,Path,1885
"Path along the Water-Lily Pond
Claude Oscar Monet  (1900)Private collectionPainting - oil on canvasUploaded Tuesday, 21 January 2003 by member rocsdadPublic domain",7702,7701,oil,Path along the Water-Lily Pond,1900
"The Path at Giverny
Claude Oscar Monet  (1902-1903)Private collectionPainting - oil on canvasUploaded Tuesday, 21 January 2003 by member rocsdadPublic domain",7716,7715,oil,The Path at Giverny,1902-1903
"Path at Giverny
Claude Oscar Monet  (1885)Private collectionPainting - oil on canvasUploaded Thursday, 11 September 2003 by member rocsdadPublic domain",29241,29240,oil,Path at Giverny,1885
"The Path at La Cavee, Pourville
Claude Oscar Monet  (1882)Museum of Fine Arts - BostonPainting - oil on canvasUploaded Tuesday, 14 January 2003 by member rocsdadPublic domain",6683,6682,oil,"The Path at La Cavee, Pourville",1882
"Path at Pourville
Claude Oscar Monet  (1882)Private collectionPainting - oil on canvasUploaded Tuesday, 14 January 2003 by member rocsdadPublic domain",6681,6680,oil,Path at Pourville,1882
"Path in the Fog
Claude Oscar Monet  (1879)Private collectionPainting - oil on canvasUploaded Friday, 7 June 2013 by member rocsdadPublic domain",324220,324219,oil,Path in the Fog,1879
"Path in the Forest
Claude Oscar Monet  (1865)Private collectionPainting - oil on canvasUploaded Saturday, 11 January 2003 by member rocsdadPublic domain",6004,6003,oil,Path in the Forest,1865
"The Path through the Irises
Claude Oscar Monet  (1914-1917)Metropolitan Museum of Art - New York, NYPainting - oil on canvasUploaded Thursday, 23 January 2003 by member rocsdadPublic domain",7970,7969,oil,The Path through the Irises,1914-1917
"The Path under the Rose Arches, Giverny
Claude Oscar Monet  (1918-1924)MusÃ©e Marmottan MonetPainting - oil on canvasUploaded Friday, 24 January 2003 by member rocsdadPublic domain",8126,8125,oil,"The Path under the Rose Arches, Giverny",1918-1924
"The Path under the Rose Trellises
Claude Oscar Monet  (1918-1924)Private collectionPainting - oil on canvasUploaded Friday, 24 January 2003 by member rocsdadPublic domain",8128,8127,oil,The Path under the Rose Trellises,1918-1924
"The Path under the Rose Trellises, Giverny
Claude Oscar Monet  (1920-1922)Private collectionPainting - oil on canvasUploaded Friday, 24 January 2003 by member rocsdadPublic domain",8132,8131,oil,"The Path under the Rose Trellises, Giverny",1920-1922
"The Path under the Rose Trellises, Giverny
Claude Oscar Monet  (1920-1922)MusÃ©e Marmottan MonetPainting - oil on canvasUploaded Friday, 24 January 2003 by member rocsdadPublic domain",8130,8129,oil,"The Path under the Rose Trellises, Giverny",1920-1922
"Pathway in Monet's Garden at Giverny
Claude Oscar Monet  (1901-1902)Ãsterreichische Galerie Belvedere - ViennaPainting - oil on canvasUploaded Tuesday, 21 January 2003 by member rocsdadPublic domain",7712,7711,oil,Pathway in Monet's Garden at Giverny,1901-1902
"Peaches
Claude Oscar Monet  (1882)Private collectionPainting - oil on canvasUploaded Thursday, 27 December 2012 by member rocsdadPublic domain",265526,265525,oil,Peaches,1882
"Peaches
Claude Oscar Monet  (1883)Private collectionPainting - oil on canvasUploaded Saturday, 18 January 2003 by member rocsdadPublic domain",6883,6882,oil,Peaches,1883
"The Petit Bras of the Seine at Argenteuil
Claude Oscar Monet  (1872)National Gallery - LondonPainting - oil on canvasUploaded Tuesday, 9 July 2013 by member kohn1foxPublic domain",332227,332226,oil,The Petit Bras of the Seine at Argenteuil,1872
"Pheasant
Claude Oscar Monet  (1869)Private collectionPainting - oil on canvasUploaded Saturday, 11 January 2003 by member rocsdadPublic domain",6062,6061,oil,Pheasant,1869
"Pheasants and Plovers
Claude Oscar Monet  (1879-1880)Minneapolis Institute of ArtsPainting - oil on canvasUploaded Sunday, 12 January 2003 by member rocsdadPublic domain",6487,6486,oil,Pheasants and Plovers,1879-1880
"Pheasants, Woodcocks and Partridges
Claude Oscar Monet  (1879)Private collectionPainting - oil on canvasUploaded Sunday, 12 January 2003 by member rocsdadPublic domain",6489,6488,oil,"Pheasants, Woodcocks and Partridges",1879
"Pine Trees, Cap d'Antibes
Claude Oscar Monet  (1888)Private collectionPainting - oil on canvasUploaded Saturday, 18 January 2003 by member rocsdadPublic domain",7130,7129,oil,"Pine Trees, Cap d'Antibes",1888
"The Pink Skiff
Claude Oscar Monet  (1890)Private collectionPainting - oil on canvasUploaded Sunday, 19 January 2003 by member rocsdadPublic domain",7192,7191,oil,The Pink Skiff,1890
"Pink Water-Lilies
Claude Oscar Monet  (1897-1899)Galleria Nazionale d'Arte Moderna e Contemporanea di RomaPainting - oil on canvasUploaded Monday, 20 January 2003 by member rocsdadPublic domain",7534,7533,oil,Pink Water-Lilies,1897-1899
"The Plain of Colombes, White Frost
Claude Oscar Monet  (1873)Niigata Prefectural Museum of Modern ArtPainting - oil on canvasUploaded Saturday, 11 January 2003 by member rocsdadPublic domain",6201,6200,oil,"The Plain of Colombes, White Frost",1873
"Pleasure Boats
Claude Oscar Monet  (1872)MusÃ©e d'OrsayPainting - oil on canvasUploaded Saturday, 11 January 2003 by member rocsdadPublic domain",6175,6174,oil,Pleasure Boats,1872
"Pleasure Boats at Argenteuil
Claude Oscar Monet  (1875)MusÃ©e de l'OrangeriePainting - oil on canvasUploaded Sunday, 12 January 2003 by member rocsdadPublic domain",6321,6320,oil,Pleasure Boats at Argenteuil,1875
"Plum Trees in Blossom at Vetheuil
Claude Oscar Monet  (1879)SzÃ©pmÃ¼vÃ©szeti MÃºzeum - BudapestPainting - oil on canvasUploaded Sunday, 12 January 2003 by member rocsdadPublic domain",396493,396492,oil,Plum Trees in Blossom at Vetheuil,1879
"The Point de la Heve, Honfleur
Claude Oscar Monet  (1864)National Gallery - LondonPainting - oil on canvasUploaded Friday, 10 January 2003 by member rocsdadPublic domain",5988,5987,oil,"The Point de la Heve, Honfleur",1864
"The Pointe de la Heve at Low Tide
Claude Oscar Monet  (1865)Kimbell Art Museum - Fort WorthPainting - oil on canvasUploaded Friday, 10 January 2003 by member rocsdadPublic domain",5994,5993,oil,The Pointe de la Heve at Low Tide,1865
"The Pointe du Petit Ailly
Claude Oscar Monet  (1897)Rothschild Art Foundation - BaltimorePainting - oil on canvasUploaded Sunday, 19 January 2003 by member rocsdadPublic domain",7430,7429,oil,The Pointe du Petit Ailly,1897
"The Pond at Montgeron
Claude Oscar Monet  (1876)The State Hermitage Museum - St PetersburgPainting - oil on canvasUploaded Sunday, 12 January 2003 by member rocsdadPublic domain",328765,328764,oil,The Pond at Montgeron,1876
"The Pond at Montgeron
Claude Oscar Monet  (1876)Private collectionPainting - oil on canvasUploaded Sunday, 12 January 2003 by member rocsdadPublic domain",6371,6370,oil,The Pond at Montgeron,1876
"The Pont de l'Europe, Saint-Lazare Station
Claude Oscar Monet  (1877)MusÃ©e Marmottan MonetPainting - oil on canvasUploaded Sunday, 12 January 2003 by member rocsdadPublic domain",6387,6386,oil,"The Pont de l'Europe, Saint-Lazare Station",1877
"The Pont Neuf
Claude Oscar Monet  (1872)Dallas Museum of ArtPainting - oil on canvasUploaded Saturday, 11 January 2003 by member rocsdadPublic domain",6143,6142,oil,The Pont Neuf,1872
"Poplars
Claude Oscar Monet  (1891)Private collectionPainting - oil on canvasUploaded Sunday, 19 January 2003 by member rocsdadPublic domain",7266,7265,oil,Poplars,1891
"Poplars at Giverny, Sunrise
Claude Oscar Monet  (1888)Museum of Modern Art - New YorkPainting - oil on canvasUploaded Thursday, 9 April 2015 by member kohn1foxPublic domain",571321,571320,oil,"Poplars at Giverny, Sunrise",1888
"Poplars near Giverny,
Claude Oscar Monet  (1891)MOA Museum of Art - Atami, JapanPainting - oil on canvasUploaded Sunday, 19 January 2003 by member rocsdadPublic domain",7250,7249,oil,"Poplars near Giverny,",1891
"Poplars on the Banks of the Epte
Claude Oscar Monet  (1891)Tate Modern - LondonPainting - oil on canvasUploaded Sunday, 19 January 2003 by member rocsdadPublic domain",7264,7263,oil,Poplars on the Banks of the Epte,1891
"Poplars on the Banks of the River Epte
Claude Oscar Monet  (1891-1892)Scottish National Gallery - National Galleries of ScotlandPainting - oil on canvasUploaded Sunday, 19 January 2003 by member rocsdadPublic domain",7288,7287,oil,Poplars on the Banks of the River Epte,1891-1892
"Poplars on the Banks of the River Epte at Dusk
Claude Oscar Monet  (1891)Museum of Fine Arts - BostonPainting - oil on canvasUploaded Sunday, 19 January 2003 by member rocsdadPublic domain",7256,7255,oil,Poplars on the Banks of the River Epte at Dusk,1891
"Poplars on the Banks of the River Epte in Autumn
Claude Oscar Monet  (1891)Private collectionPainting - oil on canvasUploaded Sunday, 19 January 2003 by member rocsdadPublic domain",7258,7257,oil,Poplars on the Banks of the River Epte in Autumn,1891
"Poplars on the Banks of the River Epte, Overcast Weather
Claude Oscar Monet  (1891)Private collectionPainting - oil on canvasUploaded Sunday, 19 January 2003 by member rocsdadPublic domain",7262,7261,oil,"Poplars on the Banks of the River Epte, Overcast Weather",1891
"Poplars on the Banks of the River Epte, Seen from the Marsh
Claude Oscar Monet  (1891-1892)Private collectionPainting - oil on canvasUploaded Sunday, 19 January 2003 by member rocsdadPublic domain",7284,7283,oil,"Poplars on the Banks of the River Epte, Seen from the Marsh",1891-1892
"Poplars, View from the Marsh
Claude Oscar Monet  (1891-1892)Fitzwilliam Museum - University of CambridgePainting - oil on canvasUploaded Sunday, 19 January 2003 by member rocsdadPublic domain",7286,7285,oil,"Poplars, View from the Marsh",1891-1892
"Poplars, White and Yellow Effect
Claude Oscar Monet  (1891)Philadelphia Museum of ArtPainting - oil on canvasUploaded Sunday, 19 January 2003 by member rocsdadPublic domain",7260,7259,oil,"Poplars, White and Yellow Effect",1891
"Poplars, Wind Effect
Claude Oscar Monet  (1891)Private collectionPainting - oil on canvasUploaded Sunday, 19 January 2003 by member rocsdadPublic domain",7268,7267,oil,"Poplars, Wind Effect",1891
"Poppies at Argenteuil
Claude Oscar Monet  (1873)MusÃ©e d'OrsayPainting - oil on canvasUploaded Saturday, 11 January 2003 by member rocsdadPublic domain",6225,6224,oil,Poppies at Argenteuil,1873
"Poppies at Giverny
Claude Oscar Monet  (1887)Private collectionPainting - oil on canvasUploaded Saturday, 18 January 2003 by member rocsdadPublic domain",7064,7063,oil,Poppies at Giverny,1887
"Poppy Field
Claude Oscar Monet  (1890-1891)Art Institute of ChicagoPainting - oil on canvasUploaded Sunday, 19 January 2003 by member rocsdadPublic domain",7200,7199,oil,Poppy Field,1890-1891
"Poppy Field, Argenteuil
Claude Oscar Monet  (1875)Private collectionPainting - oil on canvasUploaded Sunday, 12 January 2003 by member rocsdadPublic domain",6333,6332,oil,"Poppy Field, Argenteuil",1875
"Poppy Field at Giverny
Claude Oscar Monet  (1885)Virginia Museum of Fine ArtsPainting - oil on canvasUploaded Saturday, 18 January 2003 by member rocsdadPublic domain",6941,6940,oil,Poppy Field at Giverny,1885
"Poppy Field, Giverny
Claude Oscar Monet  (1890)Smith College Museum of Art - Northampton, MassachusettsPainting - oil on canvasUploaded Sunday, 19 January 2003 by member rocsdadPublic domain",7196,7195,oil,"Poppy Field, Giverny",1890
"Poppy Field in a Hollow near Giverny
Claude Oscar Monet  (1885)Museum of Fine Arts - BostonPainting - oil on canvasUploaded Saturday, 18 January 2003 by member rocsdadPublic domain",6943,6942,oil,Poppy Field in a Hollow near Giverny,1885
"Poppy Field in Giverny
Claude Oscar Monet  (1890)Museum of Fine Arts - BostonPainting - oil on canvasUploaded Sunday, 19 January 2003 by member rocsdadPublic domain",7198,7197,oil,Poppy Field in Giverny,1890
"Poppy Field near Vetheuil
Claude Oscar Monet  (1879)Sammlung E.G.BÃ¼hrlePainting - oil on canvasUploaded Sunday, 12 January 2003 by member rocsdadPublic domain",6473,6472,oil,Poppy Field near Vetheuil,1879
"The Portal, Harmony in Brown
Claude Oscar Monet  (1892)MusÃ©e d'OrsayPainting - oil on canvasUploaded Sunday, 19 January 2003 by member rocsdadPublic domain",7296,7295,oil,"The Portal, Harmony in Brown",1892
"The Portal in the Sun
Claude Oscar Monet  (1892)Private collectionPainting - oil on canvasUploaded Sunday, 19 January 2003 by member rocsdadPublic domain",7302,7301,oil,The Portal in the Sun,1892
"The Port at Touques
Claude Oscar Monet  (1864)Sterling and Francine Clark Art Institute - Williamstown, MADrawingUploaded Monday, 13 February 2012 by member rocsdadPublic domain",154463,154462,[],The Port at Touques,1864
"Port Donnant, Belle Ile
Claude Oscar Monet  (1886)Yale University Art GalleryPainting - oil on canvasUploaded Saturday, 18 January 2003 by member rocsdadPublic domain",7034,7033,oil,"Port Donnant, Belle Ile",1886
"The Porte d'Amont, Etretat
Claude Oscar Monet  (1873)Fogg Museum of Art - Harvard UniversityPainting - oil on canvasUploaded Saturday, 11 January 2003 by member rocsdadPublic domain",6205,6204,oil,"The Porte d'Amont, Etretat",1873
"Port-Goulphar, Belle-Ile
Claude Oscar Monet  (1887)Art Gallery of New South Wales - SydneyPainting - oil on canvasUploaded Monday, 23 December 2013 by member kohn1foxPublic domain",400484,400483,oil,"Port-Goulphar, Belle-Ile",1887
